,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1094,Rewrite The Stars,Rewrite The Stars,Zac Efron,2017-11-17,217440,71,0.0716,0.684,0.619,0.0,0.122,-7.005,0.0386,125.046,4
1095,Déjala Que Vuelva (feat. Manuel Turizo),Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,2017-10-20,220116,63,0.0482,0.681,0.788,0.0,0.0753,-4.323,0.0785,170.019,4
1096,Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,Bebe Rexha,2017-08-11,163870,74,0.047,0.643,0.783,0.0,0.083,-6.458,0.0856,154.084,4
1097,I Miss You (feat. Julia Michaels),I Miss You (feat. Julia Michaels),Clean Bandit,2017-10-26,205747,1,0.245,0.638,0.658,3.77e-06,0.0919,-6.318,0.0456,105.076,4
1098,Criminal,Criminal,Natti Natasha,2017-09-01,232549,74,0.03,0.814,0.813,9.33e-05,0.255,-3.023,0.0561,79.997,4
1099,Sensualidad,Sensualidad,Various Artists,2017-11-03,297485,73,0.423,0.807,0.681,0.0,0.0962,-6.268,0.0983,140.006,4
1100,Amar Amei,Amar Amei,Mc Don Juan,2017-11-01,217845,0,0.488,0.675,0.493,0.0,0.073,-5.197,0.0792,129.979,4
1101,Nessas Horas - Ao Vivo,Na Praia 2 (Ao Vivo),Matheus & Kauan,2017-03-10,208930,0,0.733,0.462,0.519,0.0,0.724,-5.472,0.0373,108.512,5
1102,...Ready For It? - BloodPop® Remix,...Ready For It? (BloodPop® Remix),Taylor Swift,2017-12-01,189508,0,0.0997,0.581,0.845,0.0,0.104,-4.893,0.226,160.044,4
1103,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran,2017-12-15,265363,66,0.586,0.544,0.417,0.0,0.085,-4.387,0.0247,95.156,3
1104,Young - KO:YU Remix,Young (Remixes),The Chainsmokers,2017-12-15,212306,35,0.162,0.523,0.63,0.0,0.0975,-6.774,0.0411,122.853,4
1105,Candy Paint,Candy Paint,Post Malone,2017-10-20,229573,0,0.633,0.765,0.688,0.0,0.0734,-5.566,0.0841,90.013,4
1106,Mi Gente,Mi Gente,J Balvin,2017-06-30,189440,0,0.0148,0.543,0.677,6.21e-06,0.13,-4.915,0.0993,103.809,4
1107,Se Preparó,Odisea,Ozuna,2017-08-25,188080,73,0.222,0.739,0.821,9.6e-06,0.311,-4.233,0.0852,171.077,4
1108,Big Jet Plane,Big Jet Plane,Alok,2017-10-09,182146,58,0.113,0.647,0.713,0.00703,0.146,-5.874,0.0256,124.982,4
1109,Era uma Vez,Kell Smith,Kell Smith,2017-03-08,224000,0,0.485,0.68,0.449,0.0,0.129,-6.983,0.0324,94.842,4
1110,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Various Artists,2017-12-18,201532,64,0.0227,0.876,0.55,4.52e-05,0.294,-5.464,0.152,129.924,4
1111,First Defeat,Ledges,Noah Gundersen,2014-02-11,243773,47,0.858,0.519,0.214,0.0021,0.118,-11.243,0.0298,144.411,4
1112,Tip Toe (feat. French Montana),Tip Toe (feat. French Montana),Jason Derulo,2017-11-10,187521,64,0.0233,0.845,0.709,0.0,0.094,-4.547,0.0714,98.062,4
1113,The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,309600,83,0.731,0.557,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,4
1114,Never Let Me Go,Never Let Me Go,Alok,2017-05-05,184070,0,0.0447,0.722,0.84,1.28e-05,0.066,-3.939,0.0349,124.003,4
1115,Is That For Me,Is That For Me,Alesso,2017-10-13,169269,53,0.229,0.761,0.784,0.207,0.0573,-5.501,0.0509,104.992,4
1116,Harry Porra,Harry Porra,Mc Maha,2017-10-10,154573,0,0.441,0.703,0.648,8.37e-06,0.367,-5.338,0.423,123.526,4
1117,Downtown,Downtown,Anitta,2017-11-19,193456,73,0.18,0.775,0.679,7.26e-05,0.068,-4.985,0.135,166.008,4
1118,Young Dumb & Broke,American Teen,Khalid,2017-04-27,202546,80,0.199,0.799,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,4
1119,What Lovers Do (feat. SZA),Red Pill Blues (Deluxe),Maroon 5,2017-11-03,199849,0,0.0786,0.795,0.615,2.98e-06,0.0855,-5.211,0.0671,110.009,4
1120,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,201000,79,0.64,0.681,0.372,0.0,0.169,-8.237,0.0432,91.873,4
1121,1-800-273-8255,Everybody,Logic,2017-05-05,250173,0,0.568,0.627,0.572,1.52e-06,0.198,-7.738,0.0373,100.041,4
1122,Échame La Culpa,Échame La Culpa,Luis Fonsi,2017-11-17,173720,0,0.0322,0.724,0.895,0.0,0.097,-3.617,0.0411,96.022,4
1123,Wolves,Wolves,Selena Gomez,2017-10-25,197993,0,0.139,0.715,0.802,0.0,0.177,-4.647,0.0394,124.989,4
1124,Just Imagine It,Bad Girls EP,MKTO,2015-07-24,250746,54,0.0466,0.699,0.761,0.0,0.107,-4.337,0.0457,120.044,4
1125,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,174800,0,0.0393,0.659,0.717,0.0,0.0769,-4.202,0.0581,103.036,4
1126,HOLD ME TIGHT OR DON’T,HOLD ME TIGHT OR DON'T,Fall Out Boy,2017-11-15,210373,0,0.00669,0.579,0.923,7.88e-06,0.109,-4.324,0.0512,95.992,4
1127,Deixe Me Ir - Acústico,Deixe Me Ir (Acústico),1Kilo,2017-03-17,213191,68,0.841,0.555,0.439,0.0,0.106,-11.026,0.222,186.581,4
1128,Perfect - Acoustic,Perfect (Acoustic),Ed Sheeran,2017-11-10,260866,60,0.459,0.432,0.377,0.0,0.114,-5.79,0.0304,94.973,3
1129,Without You (feat. Sandro Cavazza),AVĪCI (01),Avicii,2017-08-10,181672,1,0.00179,0.652,0.855,0.0,0.0404,-4.832,0.0441,134.009,4
1130,I'm Born To Run,What We Live For,American Authors,2016-07-01,206920,0,0.0693,0.618,0.922,0.0,0.11,-5.547,0.054,125.992,4
1131,Baldin de Gelo,Baldin de Gelo,Claudia Leitte,2017-08-04,167341,0,0.223,0.767,0.793,0.0,0.0598,-4.228,0.12,87.983,4
1132,6 AM,La Familia,J Balvin,2013-01-01,243226,0,0.144,0.754,0.743,0.0,0.275,-5.049,0.0918,176.015,4
1133,Ritmo Mexicano,Ritmo Mexicano,Mc Gw,2017-07-22,190354,0,0.126,0.687,0.872,0.00839,0.0906,-3.013,0.0983,179.991,4
1134,Pode Se Soltar,Pode Se Soltar,Jerry Smith,2017-04-05,180114,27,0.00579,0.855,0.506,0.0,0.101,-5.303,0.345,160.088,4
1135,Mi Gente (feat. Beyoncé),Mi Gente (feat. Beyoncé),J Balvin,2017-09-28,209733,0,0.0249,0.705,0.714,0.0,0.253,-6.39,0.0792,104.996,4
1136,Let You Down,Perception,NF,2017-10-06,212120,1,0.33,0.659,0.716,0.0,0.173,-5.673,0.111,148.015,4
1137,Automaticamente,Dennis Dj Apresenta: Funk Now,DENNIS,2016-09-22,187839,48,0.0192,0.918,0.907,3.36e-06,0.0637,0.04,0.0812,132.076,4
1138,Cê Acredita - Ao Vivo,Em Sintonia (Ao Vivo) - Deluxe,João Neto & Frederico,2017-08-04,170517,45,0.316,0.657,0.925,0.0,0.606,-2.252,0.189,93.941,4
1139,Strip That Down,Strip That Down,Liam Payne,2017-05-18,204502,1,0.246,0.869,0.485,0.0,0.0765,-5.595,0.0545,106.028,4
1140,Encaixa,Encaixa,MC Kevinho,2017-07-28,169350,0,0.354,0.674,0.789,0.0,0.115,-4.63,0.287,163.896,4
1141,One Foot,One Foot,WALK THE MOON,2017-09-22,261371,0,0.00773,0.581,0.826,1.56e-06,0.792,-4.87,0.0357,100.018,4
1142,What Lovers Do (feat. SZA),What Lovers Do (feat. SZA),Maroon 5,2017-08-30,199849,0,0.0767,0.795,0.608,2.92e-06,0.0853,-5.222,0.0694,110.001,4
1143,The Last Of The Real Ones,The Last Of The Real Ones,Fall Out Boy,2017-09-14,230426,0,0.00527,0.577,0.882,0.0,0.257,-5.224,0.0492,115.022,4
1144,Too Much To Ask,Too Much To Ask,Niall Horan,2017-09-14,223043,0,0.375,0.517,0.552,0.0,0.106,-6.401,0.039,153.747,4
1145,Good Life (with G-Eazy & Kehlani),Good Life (with G-Eazy & Kehlani),G-Eazy,2017-03-17,225520,63,0.00638,0.572,0.778,0.0,0.0563,-5.208,0.233,168.073,4
1146,Corpo Sensual (feat. Mateus Carrilho),Vai Passar Mal,Pabllo Vittar,2017-08-21,170649,51,0.119,0.717,0.918,0.0,0.0751,-2.638,0.0482,153.983,4
1147,What About Us,What About Us,P!nk,2017-08-10,271519,57,0.0252,0.386,0.594,3.19e-06,0.0873,-6.186,0.0566,113.756,4
1148,Alive,Alive,Harry Brown,2017-07-05,256783,0,0.146,0.62,0.497,0.00121,0.328,-9.485,0.113,123.873,4
1149,Carnival Hearts,Carnival Hearts,Kayla Diamond,2017-04-07,245333,27,0.138,0.638,0.667,0.0,0.527,-5.644,0.0428,90.041,4
1150,Just Call (feat. Bella Thorne),Just Call (feat. Bella Thorne),Prince Fox,2017-06-30,168000,0,0.0291,0.449,0.715,0.0,0.641,-5.087,0.1,180.4,4
1151,OK,OK,Robin Schulz,2017-05-19,189306,64,0.118,0.653,0.81,0.0,0.126,-6.032,0.0558,121.951,4
1152,Heavy (feat. Kiiara),Heavy (feat. Kiiara),Linkin Park,2017-02-16,169800,50,0.0484,0.59,0.671,0.0,0.0604,-6.098,0.0706,149.982,4
1153,"The Gun (feat. Trinidad James, Dev & Chrish)","Blood, Sweat & 3 Years",Cash Cash,2016-06-24,202026,28,0.00693,0.667,0.831,0.0,0.286,-2.586,0.0445,97.491,4
1154,Fetish (feat. Gucci Mane) - Galantis Remix,Fetish (feat. Gucci Mane) [Galantis Remix],Selena Gomez,2017-08-23,208047,0,0.0879,0.717,0.718,0.0,0.203,-5.404,0.164,124.961,4
1155,Strip That Down,Strip That Down,Kurt Hugo Schneider,2017-08-24,126373,14,0.895,0.761,0.386,0.0,0.161,-12.235,0.125,106.622,4
1156,Esqueci Como Namora (feat. Maiara & Maraisa),Esqueci Como Namora (feat. Maiara & Maraisa),Nego do Borel,2017-06-09,182626,41,0.289,0.9,0.783,0.0,0.182,-5.458,0.3,98.063,4
1157,Lonely Together (feat. Rita Ora),AVĪCI (01),Avicii,2017-08-09,181812,53,0.134,0.655,0.666,2.12e-05,0.0683,-5.309,0.0612,102.977,4
1158,Una Lady Como Tú,Una Lady Como Tú,Manuel Turizo,2017-04-10,213026,69,0.549,0.788,0.477,0.0,0.349,-7.348,0.0434,94.983,4
1159,Silence,Silence,Marshmello,2017-08-11,180822,80,0.256,0.52,0.761,4.96e-06,0.17,-3.093,0.0853,141.971,4
1160,I Like Me Better,I Like Me Better,Lauv,2017-05-19,197436,3,0.535,0.752,0.505,2.55e-06,0.104,-7.621,0.253,91.97,4
1161,Your Song,Your Song,Rita Ora,2017-05-25,180757,65,0.158,0.855,0.624,0.0,0.0513,-4.093,0.0488,117.959,4
1162,Dancing On My Own (Robyn Cover),Dancing On My Own (Robyn Cover),Pentatonix,2017-08-01,184079,37,0.208,0.38,0.344,0.0,0.11,-8.09,0.033,119.98,4
1163,Most Girls - Acoustic,Most Girls (Acoustic),Hailee Steinfeld,2017-08-04,200880,0,0.501,0.897,0.266,0.0,0.129,-8.83,0.0759,102.959,4
1164,Tic Tac (feat. MC Lan),Tic Tac (feat. MC Lan),Lucas Lucco,2017-08-04,170709,45,0.214,0.923,0.488,0.0,0.165,-2.817,0.179,129.944,4
1165,New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,209320,79,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,4
1166,Escápate Conmigo,Escápate Conmigo,Wisin,2017-03-31,232786,0,0.0245,0.747,0.864,4.46e-05,0.0853,-3.181,0.0599,92.028,4
1167,Sorry Not Sorry,Sorry Not Sorry,Demi Lovato,2017-07-11,203760,0,0.0252,0.701,0.638,0.0,0.256,-6.889,0.238,144.084,4
1168,Linda,Linda,Projota,2017-07-14,175270,0,0.031,0.778,0.714,1.66e-06,0.0554,-4.332,0.101,145.843,4
1169,Mama,Mama,Jonas Blue,2017-05-05,184133,0,0.113,0.741,0.79,0.0,0.0542,-4.086,0.0469,104.043,4
1170,Reminding Me,My Side of Your Story,Shawn Hook,2017-06-16,209924,0,0.0892,0.603,0.583,0.0,0.0845,-4.808,0.0432,133.027,4
1171,Signs,Signs,Drake,2017-06-23,234373,0,0.0864,0.801,0.727,0.00406,0.112,-4.687,0.0606,107.371,4
1172,More Than You Know,More Than You Know,Axwell /\ Ingrosso,2017-05-24,203000,0,0.0323,0.645,0.741,0.0,0.29,-4.989,0.0339,123.07,4
1173,Congratulations,Stoney (Deluxe),Post Malone,2016-12-09,220293,81,0.215,0.63,0.804,0.0,0.253,-4.183,0.0363,123.146,4
1174,Me Rehúso,Me Rehúso,Danny Ocean,2016-09-16,205714,77,0.0231,0.744,0.804,0.0,0.0494,-6.327,0.0677,104.823,4
1175,It's Gotta Be You,It's Gotta Be You,Isaiah Firebrace,2016-11-21,191433,53,0.223,0.322,0.733,0.0,0.11,-4.905,0.045,92.133,4
1176,No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),Cheat Codes,2017-03-31,223503,68,0.0575,0.741,0.667,0.0,0.106,-5.445,0.134,112.956,4
1177,Out There (feat. Gustavo Bertoni),Out There (feat. Gustavo Bertoni),Pontifexx,2017-04-21,203171,41,0.187,0.709,0.772,1.04e-05,0.0905,-8.208,0.0333,126.057,4
1178,Power (feat. Stormzy),Power (feat. Stormzy),Little Mix,2017-05-26,242282,0,0.0405,0.568,0.863,5.97e-06,0.211,-4.093,0.304,173.007,4
1179,Glowing,Glowing,FTampa,2017-05-26,219000,39,0.33,0.722,0.806,0.0,0.161,-4.498,0.0445,100.065,4
1180,Me Enamoré,El Dorado,Shakira,2017-05-26,226893,66,0.193,0.74,0.879,8.25e-05,0.0928,-2.251,0.105,103.71,4
1181,Tired,Tired,Alan Walker,2017-05-19,192111,63,0.0428,0.69,0.876,0.0,0.147,-4.159,0.059,123.994,4
1182,Down,Down,Fifth Harmony,2017-06-01,164985,0,0.0162,0.53,0.512,7.04e-05,0.128,-7.094,0.133,196.121,4
1183,Fazer Falta,Fazer Falta,Mc Livinho,2017-05-25,210960,0,0.0133,0.532,0.467,2.91e-06,0.226,-6.499,0.117,76.792,5
1184,Champion,Champion,Fall Out Boy,2017-06-22,192560,0,0.000958,0.318,0.914,8.98e-05,0.368,-4.147,0.279,187.773,4
1185,I Don’t Know Why,Evolve,Imagine Dragons,2017-06-23,190120,0,0.0058,0.475,0.657,8.81e-06,0.181,-7.381,0.0708,132.071,4
1186,Whatever It Takes,Evolve,Imagine Dragons,2017-06-23,201240,0,0.0429,0.675,0.649,0.0,0.128,-4.953,0.0315,134.955,4
1187,Believer,Evolve,Imagine Dragons,2017-06-23,204346,1,0.0524,0.779,0.787,0.0,0.14,-4.305,0.108,124.982,4
1188,Walking The Wire,Evolve,Imagine Dragons,2017-06-23,232906,0,0.0168,0.539,0.768,1.43e-06,0.0939,-5.344,0.0336,99.961,4
1189,Rise Up,Evolve,Imagine Dragons,2017-06-23,231720,0,0.0117,0.33,0.719,0.000297,0.0958,-6.557,0.0588,93.798,4
1190,I’ll Make It Up To You,Evolve,Imagine Dragons,2017-06-23,262600,0,0.00994,0.512,0.685,0.0219,0.38,-7.475,0.0838,177.031,3
1191,Yesterday,Evolve,Imagine Dragons,2017-06-23,205113,0,0.237,0.565,0.642,0.0,0.418,-6.162,0.0473,156.027,3
1192,Mouth Of The River,Evolve,Imagine Dragons,2017-06-23,221560,0,0.00197,0.49,0.902,0.0531,0.149,-6.968,0.0411,96.006,4
1193,Thunder,Evolve,Imagine Dragons,2017-06-23,187146,1,0.00683,0.6,0.81,0.21,0.155,-4.749,0.0479,167.88,4
1194,Start Over,Evolve,Imagine Dragons,2017-06-23,186080,0,0.00529,0.698,0.928,0.000102,0.144,-5.024,0.102,98.008,3
1195,Dancing In The Dark,Evolve,Imagine Dragons,2017-06-23,233933,0,0.81,0.692,0.309,0.000841,0.0953,-10.358,0.173,133.978,4
1196,Rabetão,Rabetão,MC Lan,2017-03-10,170643,53,0.396,0.639,0.331,0.0051,0.236,-6.48,0.332,86.534,5
1197,Vai Embrazando,Vai Embrazando,ZAAC,2017-01-24,166060,34,0.177,0.895,0.691,0.000196,0.0706,-1.214,0.0645,129.969,4
1198,2U (feat. Justin Bieber),2U (feat. Justin Bieber),David Guetta,2017-06-09,194896,67,0.219,0.548,0.65,0.0,0.225,-5.827,0.0591,144.937,4
1199,Paradinha,Paradinha,Anitta,2017-05-31,141316,57,0.0117,0.695,0.775,0.191,0.0702,-5.041,0.0887,180.054,4
1200,Location,American Teen,Khalid,2017-04-27,219080,78,0.33,0.736,0.449,0.000162,0.0898,-11.462,0.425,80.126,4
1201,Symphony (feat. Zara Larsson),So Good,Zara Larsson,2017-03-17,214866,0,0.281,0.718,0.609,3.29e-05,0.234,-4.699,0.043,122.95,4
1202,Pretty Girl - Cheat Codes X CADE Remix,Pretty Girl (Cheat Codes X CADE Remix),Maggie Lindemann,2017-03-03,193613,61,0.15,0.703,0.868,0.132,0.104,-4.661,0.0291,121.03,4
1203,Know No Better,Know No Better,Major Lazer,2017-06-01,225849,59,0.132,0.738,0.814,9.64e-06,0.126,-4.414,0.0999,119.041,4
1204,Mama,Mama,Jonas Blue,2017-05-05,184133,61,0.102,0.737,0.792,0.0,0.0532,-4.117,0.0416,104.012,4
1205,2U,2U,David Guetta,2017-06-09,194906,62,0.225,0.551,0.651,0.0,0.224,-5.828,0.0594,144.875,4
1206,Sua cara (feat. Anitta & Pabllo Vittar),Know No Better,Major Lazer,2017-06-02,167310,0,0.00812,0.789,0.767,0.000348,0.101,-4.612,0.0715,99.957,4
1207,Heaven In Hiding,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,207173,0,0.083,0.539,0.879,0.0,0.0619,-3.833,0.146,117.831,4
1208,Don't Let Me Be Yours - AObeats Remix,Don't Let Me Be Yours (Remixes),Zara Larsson,2017-06-02,251009,21,0.0555,0.927,0.595,2.57e-05,0.0736,-5.752,0.0798,108.975,4
1209,Wait For The Night - Suyano Edit,Revealed Recordings presents Revealed Festival EP Vol. 4,Various Artists,2017-05-11,221250,14,0.0612,0.448,0.893,0.0,0.355,-6.074,0.0575,127.962,4
1210,Good Times,Good Times,All Time Low,2017-05-31,224946,17,0.00388,0.56,0.887,0.0,0.341,-6.314,0.0594,130.026,4
1211,Run,Run,Foo Fighters,2017-06-01,323366,41,2.95e-05,0.365,0.913,0.0783,0.699,-8.01,0.0687,136.128,4
1212,Se o Amor Tiver Lugar,Se o Amor Tiver Lugar,Jorge & Mateus,2017-01-27,159905,54,0.203,0.606,0.739,0.0,0.408,-3.954,0.0384,119.898,4
1213,Scared to Be Lonely,Scared to Be Lonely,Martin Garrix,2017-01-27,220883,77,0.0895,0.584,0.54,0.0,0.261,-7.786,0.0576,137.972,4
1214,Can I Be Him,Back from the Edge,James Arthur,2016-10-28,246880,75,0.308,0.696,0.543,0.0,0.0939,-6.164,0.0489,107.969,4
1215,Perro Fiel (feat. Nicky Jam),El Dorado,Shakira,2017-05-26,195213,68,0.187,0.75,0.76,0.0,0.0548,-4.836,0.198,183.817,4
1216,Crying in the Club,Crying in the Club,Camila Cabello,2017-05-18,216391,70,0.334,0.334,0.617,0.0,0.163,-5.834,0.383,85.227,4
1217,Switch,Switch,Iggy Azalea,2017-05-19,189600,0,0.00348,0.914,0.624,0.00389,0.395,-6.112,0.0531,109.977,4
1218,Whatever It Takes,Whatever It Takes,Imagine Dragons,2017-05-09,201600,0,0.0476,0.673,0.671,0.0,0.107,-4.998,0.0302,134.942,4
1219,Stay Together,Stay Together,Noah Cyrus,2017-04-14,192731,53,0.174,0.659,0.589,0.0,0.095,-4.004,0.0541,72.015,4
1220,Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,2017-04-17,228826,1,0.229,0.694,0.815,0.0,0.0924,-4.328,0.12,88.931,4
1221,I'm the One,I'm the One,DJ Khaled,2017-04-27,288876,0,0.0533,0.599,0.667,0.0,0.134,-4.267,0.0367,80.984,4
1222,The Cure,The Cure,Lady Gaga,2017-04-16,211363,0,0.0745,0.696,0.503,0.0,0.0869,-4.842,0.0356,99.977,4
1223,O Grave Bater,O Grave Bater,MC Kevinho,2017-03-24,181894,0,0.468,0.91,0.741,7.63e-05,0.055,-2.294,0.0565,95.008,4
1224,Stay (with Alessia Cara),Stay,Zedd,2017-02-23,210090,0,0.232,0.679,0.634,0.0,0.115,-5.024,0.0654,102.013,4
1225,K.O.,Vai Passar Mal,Pabllo Vittar,2017-01-12,155654,0,0.505,0.689,0.713,0.0,0.0846,-4.34,0.0398,155.04,4
1226,First Time,First Time,Kygo,2017-04-28,193511,64,0.197,0.633,0.592,0.0,0.099,-7.245,0.112,90.066,4
1227,Basketball - Edit Mix,Basketball (Edit Mix),Jean Marie,2017-04-28,193840,1,0.0494,0.762,0.857,0.0,0.101,-4.199,0.104,103.958,4
1228,No Vacancy,No Vacancy,OneRepublic,2017-04-28,223189,0,0.0571,0.71,0.73,0.0,0.139,-4.001,0.0607,99.986,4
1229,Thunder,Thunder,Imagine Dragons,2017-04-27,187761,0,0.00502,0.601,0.834,0.15,0.121,-3.78,0.0455,167.879,4
1230,Young And Menace,Young And Menace,Fall Out Boy,2017-04-27,223800,0,0.0983,0.648,0.833,0.001,0.127,-5.116,0.0543,108.001,4
1231,Bon Appétit,Bon Appétit,Katy Perry,2017-04-28,227292,0,0.115,0.797,0.791,6e-05,0.144,-5.799,0.0626,106.044,4
1232,Attention,Starboy,The Weeknd,2016-11-25,197653,0,0.672,0.661,0.429,0.000204,0.118,-7.33,0.136,148.028,4
1233,Issues,Issues,Julia Michaels,2017-01-13,176346,0,0.368,0.683,0.427,0.0,0.0604,-6.827,0.0777,113.634,4
1234,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-02-23,216408,75,0.075,0.696,0.817,0.0,0.187,-3.862,0.109,98.064,4
1235,Fica,Fica,ANAVITÓRIA,2017-04-18,184267,0,0.469,0.493,0.509,0.0,0.093,-6.461,0.0367,188.399,4
1236,Luzes de São Paulo,Luzes de São Paulo,Fernando & Sorocaba,2017-04-17,214000,35,0.321,0.731,0.542,0.0,0.114,-6.624,0.0424,131.973,4
1237,Nights With You,Nights With You,MØ,2017-04-21,197494,56,0.401,0.763,0.671,1.16e-05,0.375,-4.029,0.1,120.06,4
1238,Cheguei - Ruxell Remix,Cheguei (Remixes),LUDMILLA,2017-04-21,205000,11,0.0692,0.717,0.891,0.0,0.0908,-1.815,0.247,143.953,4
1239,There's Nothing Holdin' Me Back,Illuminate,Shawn Mendes,2017-04-20,199440,0,0.329,0.857,0.804,0.0,0.088,-4.005,0.0623,121.972,4
1240,Wonderful Life (Mi Oh My) - From the Angry Birds Movie Original Motion Picture Soundtrack,Wonderful Life (Mi Oh My) [From the Angry Birds Movie Original Motion Picture Soundtrack],Matoma,2016-04-22,210920,48,0.217,0.871,0.754,1.09e-05,0.122,-5.771,0.034,110.97,4
1241,The One,Memories...Do Not Open,The Chainsmokers,2017-04-07,177573,59,0.238,0.76,0.303,8.09e-06,0.294,-11.362,0.0284,99.991,4
1242,Bloodstream,Memories...Do Not Open,The Chainsmokers,2017-04-07,224280,54,0.0317,0.62,0.627,0.0,0.172,-5.889,0.0259,90.955,4
1243,Don't Say,Memories...Do Not Open,The Chainsmokers,2017-04-07,228480,52,0.0199,0.567,0.464,9.31e-06,0.269,-9.66,0.0302,99.806,4
1244,My Type,Memories...Do Not Open,The Chainsmokers,2017-04-07,217413,55,0.0357,0.604,0.603,0.0,0.126,-6.324,0.0389,94.989,4
1245,It Won't Kill Ya,Memories...Do Not Open,The Chainsmokers,2017-04-07,217613,56,0.0647,0.572,0.53,0.000169,0.127,-8.521,0.0654,170.138,4
1246,Honest,Memories...Do Not Open,The Chainsmokers,2017-04-07,208000,58,0.0121,0.673,0.514,8.5e-05,0.385,-10.772,0.0465,100.035,4
1247,Wake Up Alone,Memories...Do Not Open,The Chainsmokers,2017-04-07,215720,52,0.0102,0.643,0.52,0.0,0.11,-5.968,0.0334,75.168,4
1248,Young,Memories...Do Not Open,The Chainsmokers,2017-04-07,224773,62,0.0105,0.615,0.564,0.0,0.148,-6.384,0.0291,103.006,4
1249,Last Day Alive,Memories...Do Not Open,The Chainsmokers,2017-04-07,214306,51,0.0571,0.435,0.706,4.15e-05,0.0903,-8.197,0.0425,144.913,4
1250,Break Up Every Night,Memories...Do Not Open,The Chainsmokers,2017-04-07,207520,53,0.00411,0.624,0.806,0.0,0.0872,-5.957,0.0437,149.999,4
1251,Paris,Memories...Do Not Open,The Chainsmokers,2017-04-07,221506,73,0.0215,0.653,0.658,1.66e-06,0.0939,-6.428,0.0304,99.99,4
1252,Chained To The Rhythm,Chained To The Rhythm,Katy Perry,2017-02-10,237915,0,0.089,0.446,0.793,0.0,0.211,-5.365,0.156,189.891,4
1253,Sunrise,Sunrise,Jillionaire,2017-02-09,203242,22,0.0154,0.684,0.852,6.51e-05,0.251,-5.411,0.141,107.9,4
1254,Some Kind Of Drug (feat. Marc E. Bassy),When It's Dark Out,G-Eazy,2015-12-04,222466,64,0.0705,0.634,0.525,0.0,0.0729,-8.968,0.47,130.271,4
1255,Options (feat. Stephen Marley),Options (feat. Stephen Marley),Pitbull,2017-02-17,239760,43,0.0541,0.744,0.574,0.0,0.303,-5.91,0.155,138.892,4
1256,Weak,What Everyone's Thinking - EP,AJR,2016-09-16,202193,15,0.127,0.672,0.642,0.0,0.137,-4.552,0.0461,123.984,4
1257,Eraser,÷ (Deluxe),Ed Sheeran,2017-03-03,227426,60,0.086,0.64,0.812,0.0,0.0509,-5.647,0.0834,86.013,4
1258,Castle on the Hill,÷ (Deluxe),Ed Sheeran,2017-03-03,261153,78,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,4
1259,Dive,÷ (Deluxe),Ed Sheeran,2017-03-03,238440,73,0.355,0.761,0.386,0.0,0.0953,-6.158,0.0399,134.943,3
1260,Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,85,0.163,0.599,0.448,0.0,0.106,-6.312,0.0232,95.05,3
1261,Happier,÷ (Deluxe),Ed Sheeran,2017-03-03,207520,79,0.536,0.522,0.385,0.0,0.135,-7.355,0.0288,89.792,4
1262,New Man,÷ (Deluxe),Ed Sheeran,2017-03-03,189280,65,0.0559,0.78,0.745,0.0,0.0595,-3.97,0.145,94.026,4
1263,Hearts Don't Break Around Here,÷ (Deluxe),Ed Sheeran,2017-03-03,248413,65,0.719,0.604,0.366,0.0,0.162,-7.881,0.0267,105.177,3
1264,What Do I Know?,÷ (Deluxe),Ed Sheeran,2017-03-03,237333,67,0.251,0.838,0.492,0.0,0.262,-5.69,0.038,115.092,4
1265,How Would You Feel (Paean),÷ (Deluxe),Ed Sheeran,2017-03-03,280533,67,0.424,0.617,0.439,0.0,0.127,-5.63,0.0269,139.979,4
1266,Supermarket Flowers,÷ (Deluxe),Ed Sheeran,2017-03-03,221106,74,0.914,0.589,0.242,0.0,0.0887,-10.517,0.0442,89.749,4
